Attaching to worker
[36mworker           |[0m 2022-02-02T16:05:24.479Z	INFO	worker/main.go:68	s3 storage configured	{"endpoint": "https://na-storage-1.transcoder.odysee.com"}
[36mworker           |[0m 2022-02-02T16:18:42.257Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "db88abbdc48ebea8189b517b2080f38b4b89d9f28c1d518a4ceb210640568d524dfd261a7b3d0f3084b378871c743467/v2_s000106.ts", "ctype": "video/mp2t", "size": 47000, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:18:42.321Z	INFO	tower.worker	tower/pipeline.go:222	pipeline stage done	{"ref": "db88abbd", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:18:42.633Z	INFO	tower.worker	tower/worker.go:166	task received	{"type": "stream:transcode"}
[36mworker           |[0m 2022-02-02T16:18:42.633Z	INFO	tower.worker	tower/pipeline.go:129	pipeline stage started	{"ref": "c0fc9192", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:18:42.745Z	INFO	manager	manager/request.go:117	downloading stream	{"url": "theyre_still_testing_those_safe_vaccines#1c72144fba38e9dce0187500a23b7f4b88263f9d"}
[36mworker           |[0m 2022-02-02T16:18:43.016Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "0401b96a", "percent": 50, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:43.192Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "c4bf0789", "percent": 85, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:46.554Z	INFO	manager	manager/request.go:147	stream downloaded	{"url": "theyre_still_testing_those_safe_vaccines#1c72144fba38e9dce0187500a23b7f4b88263f9d", "rate": 21502525, "size": 81901328, "seconds_spent": 3}
[36mworker           |[0m 2022-02-02T16:18:46.555Z	INFO	tower.worker	tower/pipeline.go:140	pipeline stage done	{"ref": "c0fc9192", "stage": "downloading"}
[36mworker           |[0m 2022-02-02T16:18:46.555Z	INFO	tower.worker	tower/pipeline.go:155	pipeline stage started	{"ref": "c0fc9192", "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:47.679Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "aee1ffc3", "percent": 100, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:48.285Z	DEBUG	formats	ladder/ladder.go:74	ladder built	{"tiers": [{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}
[36mworker           |[0m 2022-02-02T16:18:48.285Z	INFO	tower.worker	encoder/encoder.go:153	starting transcoding	{"args": "-hls_flags independent_segments -c:v libx264 -pix_fmt yuv420p -crf 23 -ac 2 -ar 44100 -master_pl_name master.m3u8 -var_stream_map v:0,a:0 v:1,a:1 v:2,a:2 v:3,a:3  -sws_flags bilinear -hls_playlist_type vod -strftime_mkdir 1 -hls_segment_filename v%v_s%06d.ts -preset veryfast -sc_threshold 0 -c:a aac -f hls -hls_time 6 -force_key_frames expr:gte(t,n_forced*2) -refs 1 -profile:v main -map v:0 -filter:v:0 scale=-2:1080 -maxrate:0 3500000 -bufsize:0 3500000 -g:0 48 -map a:0 -b:0 160k -map v:0 -filter:v:1 scale=-2:720 -maxrate:1 2500000 -bufsize:1 2500000 -g:1 48 -map a:0 -b:1 128k -map v:0 -filter:v:2 scale=-2:360 -maxrate:2 500000 -bufsize:2 500000 -g:2 48 -map a:0 -b:2 96k -map v:0 -filter:v:3 scale=-2:144 -maxrate:3 100000 -bufsize:3 100000 -r:3 15 -g:3 30 -map a:0 -b:3 64k", "media_duration": "246.062000", "media_bitrate": "2662786", "media_width": 1920, "media_height": 1080, "input": "/storage/streams/c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00", "output": "/storage/transcoded/c0fc919297f8bb9b5ff464c33ab6994bb6f4a17890c9d1f07926c9a2c3a74e65ddfead60d6b56bd5be6c9b52c4d32a00"}
[36mworker           |[0m 2022-02-02T16:18:52.461Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "4f3049bf", "percent": 35, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:53.229Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "52dc1be1", "percent": 35, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:53.751Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "b784cb3c", "percent": 10, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:18:59.108Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "41b2dd2a", "percent": 40, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:19:05.319Z	INFO	tower.worker	tower/pipeline.go:199	pipeline stage done	{"ref": "aee1ffc3", "stage": "encoding", "stream": {"Path":"/storage/transcoded/aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa","Manifest":{"URL":"cuban-youtuber-arrested-during-live-tv#1dccfdf4606b6bc3ef42cffef7c6b6aeaaf63a45","ChannelURL":"lbry://@joeysaladinoshow:e","SDHash":"aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa","Size":98666700,"Checksum":"b7b38092bd8f29be6816d7e735fbc4ced382829f53166a79bb3ef83b","Ladder":{"Args":{"crf":"23","force_key_frames":"expr:gte(t,n_forced*2)","hls_time":"6","preset":"veryfast","profile:v":"main","refs":"1","sws_flags":"bilinear"},"Tiers":[{"Definition":"1080p","Height":1080,"Width":1920,"VideoBitrate":3500000,"AudioBitrate":"160k","Framerate":0,"BitrateCutoff":0},{"Definition":"720p","Height":720,"Width":1280,"VideoBitrate":2500000,"AudioBitrate":"128k","Framerate":0,"BitrateCutoff":0},{"Definition":"360p","Height":360,"Width":640,"VideoBitrate":500000,"AudioBitrate":"96k","Framerate":0,"BitrateCutoff":0},{"Definition":"144p","Height":144,"Width":256,"VideoBitrate":100000,"AudioBitrate":"64k","Framerate":15,"BitrateCutoff":0}]}}}}
[36mworker           |[0m 2022-02-02T16:19:05.324Z	INFO	tower.worker	tower/pipeline.go:204	pipeline stage started	{"ref": "aee1ffc3", "stage": "uploading"}
[36mworker           |[0m 2022-02-02T16:19:05.325Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/.manifest", "ctype": "text/plain", "size": 903, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:05.424Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/master.m3u8", "ctype": "application/x-mpegurl", "size": 404, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:05.461Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0.m3u8", "ctype": "application/x-mpegurl", "size": 1773, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:05.558Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000000.ts", "ctype": "video/mp2t", "size": 1792016, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:05.688Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000001.ts", "ctype": "video/mp2t", "size": 1839580, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:05.800Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000002.ts", "ctype": "video/mp2t", "size": 1957644, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.030Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000003.ts", "ctype": "video/mp2t", "size": 1884700, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.186Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000004.ts", "ctype": "video/mp2t", "size": 1502496, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.280Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000005.ts", "ctype": "video/mp2t", "size": 1794648, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.481Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000006.ts", "ctype": "video/mp2t", "size": 1620372, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.568Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000007.ts", "ctype": "video/mp2t", "size": 1482944, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.721Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000008.ts", "ctype": "video/mp2t", "size": 1193612, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:06.865Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000009.ts", "ctype": "video/mp2t", "size": 1250764, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.032Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000010.ts", "ctype": "video/mp2t", "size": 983052, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.130Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000011.ts", "ctype": "video/mp2t", "size": 1058628, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.188Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000012.ts", "ctype": "video/mp2t", "size": 647660, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.232Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000013.ts", "ctype": "video/mp2t", "size": 686952, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.280Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000014.ts", "ctype": "video/mp2t", "size": 745984, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.328Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000015.ts", "ctype": "video/mp2t", "size": 638824, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.357Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000016.ts", "ctype": "video/mp2t", "size": 639388, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.405Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000017.ts", "ctype": "video/mp2t", "size": 613820, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.445Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000018.ts", "ctype": "video/mp2t", "size": 1006552, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.496Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000019.ts", "ctype": "video/mp2t", "size": 599908, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.548Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000020.ts", "ctype": "video/mp2t", "size": 779824, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.609Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000021.ts", "ctype": "video/mp2t", "size": 665708, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.704Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000022.ts", "ctype": "video/mp2t", "size": 900520, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:07.838Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000023.ts", "ctype": "video/mp2t", "size": 896008, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.283Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000024.ts", "ctype": "video/mp2t", "size": 1281032, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.522Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000025.ts", "ctype": "video/mp2t", "size": 641080, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.594Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000026.ts", "ctype": "video/mp2t", "size": 640516, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.647Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000027.ts", "ctype": "video/mp2t", "size": 720792, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.668Z	INFO	tower.worker	tower/pipeline.go:170	pipeline progressed	{"ref": "b399529f", "percent": 20, "stage": "encoding"}
[36mworker           |[0m 2022-02-02T16:19:08.710Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000028.ts", "ctype": "video/mp2t", "size": 839420, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.847Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000029.ts", "ctype": "video/mp2t", "size": 1263548, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:08.978Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000030.ts", "ctype": "video/mp2t", "size": 1143228, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:09.032Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000031.ts", "ctype": "video/mp2t", "size": 1126872, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:09.176Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000032.ts", "ctype": "video/mp2t", "size": 1274828, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:09.267Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000033.ts", "ctype": "video/mp2t", "size": 1339312, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:09.357Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000034.ts", "ctype": "video/mp2t", "size": 1099048, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:09.455Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000035.ts", "ctype": "video/mp2t", "size": 1144732, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:09.869Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000036.ts", "ctype": "video/mp2t", "size": 1041332, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:10.045Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000037.ts", "ctype": "video/mp2t", "size": 1092656, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:10.243Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000038.ts", "ctype": "video/mp2t", "size": 1162404, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:10.406Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000039.ts", "ctype": "video/mp2t", "size": 1088896, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:10.496Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000040.ts", "ctype": "video/mp2t", "size": 978916, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:10.598Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000041.ts", "ctype": "video/mp2t", "size": 1230648, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.113Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000042.ts", "ctype": "video/mp2t", "size": 1167856, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.253Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000043.ts", "ctype": "video/mp2t", "size": 882472, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.326Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000044.ts", "ctype": "video/mp2t", "size": 1062952, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.394Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000045.ts", "ctype": "video/mp2t", "size": 1062576, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.434Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000046.ts", "ctype": "video/mp2t", "size": 913492, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.525Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000047.ts", "ctype": "video/mp2t", "size": 1032496, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.604Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000048.ts", "ctype": "video/mp2t", "size": 1117660, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.812Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000049.ts", "ctype": "video/mp2t", "size": 1021780, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:11.964Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v0_s000050.ts", "ctype": "video/mp2t", "size": 608368, "bucket": "t-na"}
[36mworker           |[0m 2022-02-02T16:19:12.040Z	DEBUG	storage	storage/s3.go:138	uploading	{"key": "aee1ffc383a864e23ed3f220f3159f2f9c3c696f36f6f0dc032a13d2384dfb6614e53b3df3247b708fbf98cbc5392aaa/v1.m3u8", "ctype": "application/x-mpegurl", "size": 1773, "bucket": "t-na"}
